Transaction ID,Segment,Revenue
367535853,baseline,153.97
367535855,granify,119.99
367535857,granify,24.95
367535859,granify,25.2
367535861,granify,42.36
367535863,granify,25
367535865,granify,24.95
367535867,granify,27.2
367535869,granify,59.99
367535871,baseline,393.72
367535873,granify,22.4
367535875,baseline,28
367535877,baseline,67.92
367535879,granify,24.95
367535881,granify,82.9
367535883,granify,19.95
367535887,granify,281.98
367535889,granify,19.95
367535891,baseline,199.99
367535895,granify,38.85
367535897,granify,67.2
367535899,granify,243.39
367535901,granify,56.95
367535903,granify,24.95
367535905,granify,25
367535909,granify,319.99
367535911,granify,59.99
367535913,granify,155.08
367535915,granify,39.95
367535917,granify,62.02
367535919,granify,27.28
367535921,granify,49.9
367535923,baseline,29.95
367535925,granify,235.06
367535927,granify,892.33
367535929,granify,19.98
367535931,granify,36.08
367535933,granify,499.98
367535935,granify,42.8
367535937,granify,24.95
367535939,granify,61.36
367535941,granify,72.8
367535943,granify,449.99
367535945,granify,24.95
367535947,granify,29.95
367535949,granify,119.98
367535951,granify,179.8
367535953,granify,29.95
367535955,granify,29.95
367535957,granify,70.2
367535959,granify,399.99
367535961,granify,169
367535963,granify,94
367535965,granify,36.14
367535967,granify,31.25
367535969,granify,30
367535971,granify,24.49
367535973,baseline,27.95
367535975,granify,29.95
367535977,granify,16.25
367535979,baseline,25.88
367535981,granify,50.99
367535983,granify,145.94
367535985,granify,55.92
367535989,granify,38.49
367535991,granify,17
367535995,granify,179.98
367535997,granify,94.98
367535999,granify,56
367536001,granify,23
367536003,granify,36.9
367536005,granify,22.4
367536007,granify,23.25
367536009,granify,21.25
367536011,granify,29.95
367536013,granify,24.95
367536015,granify,199.99
367536017,granify,72
367536019,granify,67.07
367536021,granify,36.41
367536025,baseline,29.95
367536027,granify,29.95
367536029,granify,29.95
367536031,granify,24.95
367536033,granify,41.25
367536035,granify,29.95
367536037,granify,29.95
367536039,granify,39.99
367536041,granify,54.9
367536043,granify,40
367536045,granify,29.95
367536047,baseline,22.5
367536049,granify,125.95
367536051,granify,20.63
367536053,granify,128.35
367536055,granify,60.95
367536057,granify,38.95
367536059,granify,91.41
367536059,baseline,91.41
367536061,granify,599.99
367536063,granify,29.95
367536065,granify,29.95
367536067,granify,121
367536069,granify,123.24
367536071,granify,31
367536073,granify,39.95
367536075,granify,16.6
367536077,granify,47.75
367536079,granify,80.84
367536081,granify,149.98
367536083,granify,87.2
367536085,granify,29.95
367536087,granify,19.98
367536089,granify,20
367536091,granify,179.1
367536093,granify,29.95
367536095,granify,29.95
367536097,baseline,164.66
367536099,granify,31.96
367536101,granify,49.85
367536103,granify,24.8
367536105,granify,109.95
367536107,granify,29.95
367536109,granify,47.96
367536111,granify,37.71
367536113,granify,44.9
367536117,granify,19.95
367536119,granify,28.94
367536121,granify,24.95
367536123,granify,155.08
367536125,granify,79.91
367536127,granify,53.12
367536129,granify,35
367536131,granify,29.95
367536133,granify,31.95
367536135,granify,71.96
367536137,granify,29.95
367536139,granify,29.95
367536141,granify,82.71
367536143,granify,73.58
367536145,granify,29.95
367536147,granify,31.96
367536149,granify,29.95
367536151,granify,17.95
367536153,granify,31.2
367536155,granify,40
367536157,granify,29
367536159,granify,54.8
367536161,granify,24.95
367536163,granify,54.9
367536165,granify,55.23
367536167,granify,110.46
367536169,granify,99.98
367536171,baseline,17.95
367536173,granify,50
367536175,granify,46.4
367536177,granify,29.95
367536179,baseline,64
367536181,granify,73.8
367536183,baseline,19.9
367536185,granify,27.87
367536189,granify,12.95
367536191,granify,27.2
367536193,granify,39
367536195,granify,41.9
367536197,granify,12.95
367536199,granify,47.2
367536205,granify,72.9
367536207,granify,25.6
367536209,baseline,12.95
367536211,granify,86.43
367536213,granify,79.99
367536215,granify,35.9
367536217,granify,41.35
367536219,granify,24.95
367536221,granify,212.75
367536223,granify,43.95
367536225,baseline,51.8
367536227,granify,55.23
367536229,granify,16.65
367536231,granify,261.8
367536235,granify,47.75
367536237,granify,31.96
367536239,granify,54.99
367536241,granify,17.8
367536243,granify,29.95
367536245,granify,19.9
367536247,granify,99.95
367536249,granify,169.58
367536251,granify,21.95
367536255,granify,28
367536257,granify,28.42
367536259,baseline,19.95
367536261,baseline,49.99
367536263,granify,108.75
367536265,granify,39
367536267,granify,79.6
367536269,granify,33.6
367536271,granify,29.95
367536273,baseline,29.95
367536275,granify,29.95
367536277,granify,39.9
367536281,baseline,199.99
367536283,granify,24.9
367536285,granify,31.96
367536287,granify,59.74
367536289,baseline,29.95
367536291,granify,25.9
367536293,granify,41.32
367536295,granify,6.4
367536297,granify,196.52
367536299,granify,154.1
367536301,granify,71.07
367536303,granify,55
367536305,granify,197.99
367536307,granify,28
367536309,granify,79.99
367536311,granify,29.95
367536313,granify,5.6
367536315,granify,29.95
367536317,granify,48.98
367536319,granify,29.95
367536321,baseline,24.95
367536323,granify,49.98
367536325,baseline,30.4
367536327,granify,165.69
367536329,granify,30.95
367536331,baseline,67.99
367536333,granify,99.99
367536337,granify,39.95
367536339,granify,49.99
367536341,granify,19.96
367536343,granify,29.95
367536345,granify,55.87
367536347,granify,31.98
367536349,granify,85.7
367536351,granify,20.76
367536353,baseline,29.95
367536355,granify,49.9
367536357,granify,29.95
367536359,baseline,22.4
367536361,baseline,29.95
367536363,granify,99.95
367536365,granify,31.95
367536367,granify,29.95
367536369,granify,29.95
367536371,granify,24.95
367536373,granify,77.7
367536375,baseline,117
367536377,granify,54.66
367536379,granify,17.95
367536381,granify,64.85
367536383,granify,29.95
367536385,granify,29.95
367536387,granify,45.45
367536389,granify,23.96
367536391,granify,12.95
367536393,baseline,54.9
367536399,granify,599.99
367536401,granify,45.4
367536403,baseline,24.95
367536407,granify,32.8
367536409,granify,29.95
367536411,granify,28
367536413,granify,29.95
367536415,granify,176.36
367536417,granify,29.95
367536419,granify,49
367536421,granify,29.95
367536423,granify,49.99
367536425,baseline,58.95
367536429,granify,59.43
367536431,granify,155.08
367536433,granify,24.95
367536435,baseline,35.19
367536437,granify,22.4
367536439,granify,34.2
367536441,granify,69
367536445,granify,29.95
367536447,granify,29.95
367536449,granify,29.95
367536451,granify,29.99
367536453,granify,23.96
367536455,baseline,54.95
367536457,granify,30.5
367536459,granify,161
367536461,granify,89
367536463,granify,29.95
367536467,granify,102.56
367536469,granify,130.99
367536473,granify,93.15
367536475,granify,179.1
367536477,granify,89.99
367536479,granify,21.25
367536481,granify,131.69
367536483,granify,29.95
367536485,granify,27.2
367536487,granify,116.29
367536489,granify,23.96
367536493,granify,479.95
367536497,granify,29.95
367536499,granify,42.2
367536501,granify,29.95
367536503,granify,74
367536505,granify,59.9
367536507,baseline,19.91
367536511,granify,19.95
367536513,granify,66.75
367536515,baseline,72.75
367536517,granify,53.12
367536519,baseline,15.97
367536519,granify,15.97
367536521,granify,49.95
367536523,granify,71.92
367536525,granify,27.2
367536527,granify,54.9
367536529,granify,19.95
367536531,granify,60.7
367536533,granify,34.95
367536535,granify,59.9
367536537,granify,33.6
367536539,baseline,72.33
367536541,granify,58
367536543,granify,79.85
367536549,granify,23.96
367536551,granify,19.9
367536553,granify,23.4
367536555,granify,85.95
367536557,granify,29.95
367536559,granify,45.96
367536561,granify,15.46
367536563,granify,17.95
367536565,granify,229.95
367536567,granify,77.95
367536569,granify,50.39
367536571,granify,34
367536573,granify,63.2
367536575,granify,29.25
367536577,granify,25.94
367536579,granify,25.18
367536581,granify,87.98
367536583,granify,29.95
367536585,granify,17.95
367536589,granify,27.92
367536591,granify,77.94
367536593,granify,54.96
367536595,granify,43.92
367536597,granify,28
367536599,granify,69.8
367536601,granify,17.07
367536603,granify,29.95
367536605,granify,49.9
367536607,granify,174.4
367536609,granify,86.75
367536611,granify,41.4
367536613,granify,86.74
367536615,granify,119.73
367536617,granify,26.36
367536619,granify,12.95
367536621,granify,29.95
367536623,granify,39.92
367536625,granify,24.95
367536627,granify,49.9
367536629,granify,59.43
367536631,granify,44.92
367536633,baseline,16.67
367536635,granify,49.85
367536637,granify,39.96
367536639,granify,17.8
367536641,baseline,24.95
367536643,granify,29.95
367536645,granify,21.46
367536647,granify,29.95
367536649,granify,24.95
367536651,baseline,209.58
367536653,baseline,35.95
367536655,granify,49.99
367536657,granify,21.25
367536659,granify,165.99
367536661,granify,79.95
367536663,granify,155.08
367536665,granify,46.45
367536667,granify,29.95
367536669,granify,28
367536671,granify,29.95
367536675,granify,69.9
367536679,granify,56.75
367536681,granify,29.95
367536683,granify,59.99
367536685,granify,24.25
367536687,granify,119.95
367536689,granify,99.5
367536691,granify,49.91
367536693,granify,75.74
367536695,granify,50.95
367536697,granify,74.8
367536699,baseline,29.95
367536701,granify,104.95
367536703,granify,33.6
367536705,baseline,29.95
367536707,baseline,74.37
367536709,granify,29.95
367536711,granify,49.85
367536713,granify,80.85
367536715,granify,67.95
367536717,granify,30.97
367536719,baseline,49.99
367536721,granify,19.99
367536723,granify,245.06
367536725,granify,199.99
367536727,granify,27.6
367536729,granify,21.25
367536731,granify,39.9
367536733,granify,29.95
367536735,granify,79.9
367536739,granify,209.98
367536741,granify,7.95
367536743,granify,79.98
367536743,baseline,79.98
367536745,baseline,35.16
367536747,granify,39
367536749,granify,24.92
367536751,granify,30.9
367536755,granify,229.31
367536757,granify,19.95
367536759,granify,29.95
367536761,granify,26
367536763,granify,15.96
367536765,granify,131.38
367536767,granify,17.6
367536769,granify,18
367536771,granify,29.95
367536773,granify,25.66
367536775,granify,79.99
367536777,granify,46.53
367536779,granify,99.98
367536781,granify,17.8
367536783,granify,31.2
367536785,granify,24.8
367536789,granify,17.95
367536791,granify,199.99
367536795,baseline,169.1
367536797,granify,24.95
367536799,granify,22
367536801,granify,71.96
367536803,granify,15
367536805,granify,219.99
367536807,granify,29.95
367536811,granify,29.95
367536813,granify,48.8
367536815,granify,19.9
367536817,granify,55.2
367536819,granify,24.95
367536821,granify,24.95
367536823,granify,39.9
367536825,granify,22.36
367536827,granify,26.95
367536829,granify,29.95
367536831,granify,29.95
367536833,granify,54.9
367536835,granify,29.95
367536837,granify,21.25
367536839,granify,59.05
367536841,granify,152.74
367536843,granify,146.31
367536845,granify,29.95
367536847,granify,28
367536849,granify,186.98
367536851,granify,54.38
367536853,granify,59.43
367536859,granify,29.95
367536861,granify,33.6
367536863,granify,29.95
367536865,granify,59.5
367536867,granify,29.95
367536869,granify,88.87
367536871,granify,64.15
367536873,granify,105.67
367536875,granify,41.31
367536877,granify,171.18
367536881,granify,29.95
367536885,granify,206.96
367536887,baseline,29.95
367536889,granify,33.99
367536895,granify,61.38
367536897,granify,15
367536899,granify,24.95
367536901,baseline,29.95
367536903,granify,55.92
367536907,granify,49.98
367536909,granify,31.43
367536911,granify,25
367536915,granify,17.8
367536919,granify,58.25
367536921,granify,23.96
367536925,granify,17.8
367536927,granify,130.3
367536931,granify,29.95
367536933,granify,119.48
367536935,granify,24.95
367536937,granify,17.95
367536939,granify,30.9
367536941,granify,59.74
367536943,granify,17
367536945,baseline,16.67
367536947,granify,24.95
367536949,baseline,24.95
367536951,granify,28
367536953,baseline,108.75
367536955,granify,395.81
367536957,granify,49.95
367536959,granify,72.7
367536961,granify,90.3
367536963,granify,49.91
367536967,granify,24.95
367536969,granify,24.95
367536971,granify,63
367536973,baseline,249.78
367536975,granify,98.11
367536977,granify,29.95
367536979,granify,19.96
367536983,granify,29.95
367536985,granify,21.46
367536987,granify,49.95
367536989,granify,29.95
367536991,granify,48.55
367536993,baseline,88
367536995,granify,59.99
367536997,baseline,111.9
367536999,granify,71.7
367537001,granify,29.95
367537003,granify,449.99
367537007,granify,104.9
367537009,granify,155.08
367537011,granify,23.96
367537013,granify,155.08
367537015,granify,29.95
367537019,granify,31.07
367537021,granify,24
367537023,granify,29.95
367537025,granify,76.49
367537027,granify,204.64
367537029,granify,51.9
367537031,granify,78.4
367537033,granify,148.95
367537035,granify,109.5
367537037,granify,119.99
367537039,granify,72.8
367537041,granify,17.8
367537043,granify,29.95
367537045,baseline,14.8
367537047,granify,31.96
367537049,granify,24.9
367537051,granify,599.99
367537053,granify,15.6
367537055,granify,17.95
367537057,granify,29.95
367537059,granify,48
367537061,granify,59.9
367537063,granify,18.4
367537065,granify,71.16
367537067,granify,29.95
367537069,granify,124.9
367537073,baseline,49.4
367537075,granify,29.95
367537077,granify,59.43
367537079,granify,299
367537081,baseline,199.99
367537083,granify,29.95
367537085,granify,29.95
367537089,granify,15
367537091,granify,66.02
367537093,granify,53.91
367537095,baseline,59.87
367537097,granify,17.8
367537099,granify,129.99
367537101,granify,31.99
367537105,granify,29.95
367537107,granify,17.8
367537109,granify,28
367537111,granify,44.36
367537113,granify,26.71
367537115,granify,29.95
367537117,granify,29.95
367537119,granify,29.95
367537121,granify,99.99
367537123,granify,20
367537125,granify,29.95
367537127,granify,99.98
367537129,granify,29.95
367537131,granify,22.4
367537135,granify,23.96
367537139,granify,17.8
367537141,baseline,23.96
367537143,granify,89.35
367537145,granify,29.95
367537147,granify,34.9
367537149,granify,24.95
367537151,granify,29.95
367537153,granify,17.8
367537155,granify,94.99
367537157,granify,29.95
367537159,granify,16.17
367537161,granify,29.95
367537163,granify,79.88
367537165,granify,59.9
367537167,granify,65.14
367537169,granify,29.56
367537171,granify,72.56
367537173,granify,19.95
367537175,granify,165.92
367537177,granify,54.75
367537179,granify,66.2
367537181,granify,99.95
367537183,granify,29.95
367537185,granify,29.95
367537187,baseline,10.36
367537187,granify,10.36
367537191,granify,29.99
367537193,granify,29.95
367537195,granify,218.9
367537197,granify,29.95
367537199,granify,124.96
367537201,granify,29.95
367537203,granify,104.9
367537205,granify,24.76
367537207,granify,180.34
367537209,granify,12.95
367537211,granify,85.47
367537213,granify,27.6
367537215,granify,39.99
367537217,granify,23
367537221,granify,477.94
367537223,baseline,17.8
367537225,granify,29.95
367537229,granify,42.9
367537231,granify,29.95
367537233,baseline,79.96
367537235,granify,38.5
367537237,granify,36.25
367537239,granify,48.76
367537241,granify,49.85
367537245,baseline,29.95
367537247,granify,17.92
367537249,granify,34.95
367537251,granify,34.99
367537253,granify,49.99
367537255,granify,56.9
367537257,granify,41.52
367537259,granify,29.95
367537261,granify,17.95
367537263,granify,149.6
367537265,granify,29.95
367537267,granify,29.95
367537269,granify,29.95
367537271,granify,68.14
367537273,granify,219.96
367537275,granify,59.98
367537277,granify,55.9
367537279,granify,79.98
367537281,granify,73.95
367537283,granify,39.86
367537285,granify,24.76
367537287,granify,33.23
367537289,granify,65.55
367537291,granify,29.95
367537293,granify,55.92
367537295,granify,30
367537297,baseline,29.95
367537299,baseline,24.95
367537301,baseline,44.99
367537303,granify,63.92
367537305,granify,39.99
367537307,granify,166.29
367537309,granify,94.9
367537311,granify,79.6
367537313,granify,202.81
367537317,granify,15.96
367537319,granify,104.68
367537321,granify,124.9
367537323,granify,20.58
367537329,granify,23
367537331,granify,90.83
367537333,granify,69
367537335,granify,29.95
367537337,granify,65.7
367537339,granify,36.95
367537341,granify,69
367537343,granify,29.95
367537345,granify,56.8
367537347,granify,21.25
367537351,granify,249
367537353,granify,24.95
367537355,granify,29.95
367537357,granify,19.95
367537359,granify,51.92
367537361,granify,68
367537363,granify,23
367537365,granify,164.85
367537367,granify,22.22
367537369,granify,60.54
367537371,granify,24.95
367537373,granify,36
367537375,granify,39.96
367537377,granify,23.6
367537379,granify,14.36
367537381,granify,44.76
367537383,granify,69.55
367537385,granify,17.95
367537387,granify,36.25
367537389,granify,99.98
367537391,baseline,31.12
367537393,granify,19.16
367537395,baseline,80.94
367537397,granify,17.8
367537399,baseline,38.4
367537401,granify,29.95
367537403,granify,96.94
367537405,granify,27.2
367537407,granify,72.85
367537409,granify,125.03
367537411,granify,17.95
367537413,granify,21.25
367537415,baseline,27
367537417,granify,24.8
367537421,granify,28.76
367537423,granify,25.46
367537425,granify,36.25
367537427,granify,64.95
367537429,granify,45
367537433,granify,124.2
367537435,granify,17.8
367537437,granify,52.15
367537439,granify,12.95
367537441,granify,84
367537443,granify,294.7
367537445,granify,70.75
367537447,granify,12.95
367537449,granify,28
367537453,granify,30.75
367537455,granify,68
367537457,granify,101.6
367537459,granify,42.49
367537461,granify,77.7
367537463,granify,6
367537465,baseline,15.5
367537467,granify,28
367537469,granify,67.85
367537471,granify,137.25
367537473,granify,44.85
367537475,granify,29.95
367537477,granify,125
367537479,granify,49.79
367537481,granify,17.8
367537483,granify,36.25
367537485,granify,47.96
367537487,granify,84
367537489,granify,90.4
367537491,granify,17.8
367537493,granify,36.25
367537495,granify,15.5
367537497,granify,17.95
367537499,baseline,29.95
367537501,baseline,36.25
367537503,granify,42.9
367537509,granify,120.94
367537511,granify,15.5
367537513,granify,24.95
367537515,baseline,52.78
367537519,granify,202.46
367537523,granify,181
367537525,granify,234.98
367537527,granify,23.99
367537531,baseline,29.95
367537533,baseline,30.2
367537535,granify,99.99
367537537,granify,19.99
367537539,granify,75.99
367537541,granify,33.3
367537543,granify,12.95
367537545,granify,15.46
367537547,granify,59.98
367537549,granify,25
367537551,granify,152
367537553,granify,28
367537557,granify,43.75
367537559,granify,24.95
367537561,granify,31.25
367537563,granify,47.75
367537565,granify,76.15
367537567,granify,17.8
367537569,granify,99.64
367537571,granify,29.95
367537573,baseline,36.25
367537573,granify,36.25
367537575,granify,124.9
367537577,granify,32
367537579,granify,42.75
367537581,granify,41.65
367537583,granify,135.45
367537585,granify,25.94
367537587,granify,56
367537589,granify,29.95
367537591,granify,29.84
367537593,baseline,29.97
367537595,granify,88
367537597,granify,38.98
367537599,granify,36.95
367537601,granify,51.75
367537603,granify,12.95
367537605,granify,26.28
367537607,granify,66.2
367537609,granify,100.45
367537613,granify,15.5
367537615,granify,44.29
367537617,granify,150.86
367537619,baseline,29.95
367537621,granify,64.9
367537623,granify,29.95
367537625,granify,74.37
367537627,granify,24.95
367537631,granify,94
367537633,granify,25.8
367537635,granify,45
367537637,granify,26
367537641,granify,29.95
367537643,granify,31.17
367537645,granify,28
367537647,granify,47.75
367537649,granify,12.95
367537651,granify,14.32
367537655,granify,50
367537657,baseline,81.1
367537659,granify,31.95
367537661,granify,47.2
367537663,granify,15.5
367537665,granify,19.95
367537667,granify,47.99
367537669,granify,21.89
367537671,granify,209.94
367537673,granify,36.25
367537675,granify,301.25
367537677,granify,17.95
367537679,granify,15.5
367537681,granify,23
367537683,granify,88.15
367537685,granify,44.36
367537687,granify,62
367537689,granify,15.5
367537691,granify,15.5
367537693,baseline,44.95
367537695,granify,18.9
367537697,granify,15.5
367537699,granify,29.95
367537701,granify,69.9
367537703,granify,39.95
367537705,granify,51.75
367537707,granify,29.95
367537709,granify,73.65
367537711,granify,89.98
367537715,granify,19.9
367537717,granify,36
367537721,granify,63.6
367537727,baseline,30.48
367537729,granify,17.8
367537731,granify,15.5
367537733,granify,31
367537735,granify,78.79
367537737,granify,39.9
367537741,granify,99.98
367537745,granify,263.62
367537747,granify,77.14
367537749,granify,40.35
367537751,granify,21.25
367537753,baseline,48.99
367537755,granify,239.98
367537759,granify,44.88
367537761,granify,74.66
367537763,baseline,41.45
367537765,granify,79.92
367537767,granify,2
367537769,granify,147.6
367537771,baseline,17.8
367537773,baseline,35.75
367537777,granify,43.8
367537779,granify,31.8
367537781,baseline,36.25
367537783,granify,38.91
367537785,granify,105.17
367537787,granify,67.85
367537789,granify,59.29
367537791,granify,19.95
367537793,granify,129.99
367537795,granify,41
367537797,granify,52.95
367537799,granify,74.37
367537801,granify,44.2
367537803,granify,24.8
367537805,granify,31
367537807,granify,31
367537811,granify,24.95
367537815,granify,25
367537817,baseline,29.95
367537817,granify,29.95
367537819,granify,33.45
367537821,granify,16.5
367537823,granify,45.45
367537825,baseline,19.95
367537825,granify,19.95
367537827,granify,76.39
367537829,granify,19.5
367537831,granify,100.99
367537833,granify,49.16
367537837,granify,21.99
367537839,granify,24
367537843,granify,79
367537845,granify,19.95
367537847,granify,51.75
367537849,granify,37.86
367537851,granify,69.75
367537853,granify,29.95
367537855,granify,15.6
367537857,baseline,63.96
367537861,granify,51.69
367537863,granify,39.94
367537865,granify,51.2
367537867,baseline,47.75
367537869,granify,60.7
367537871,granify,15.5
367537875,granify,31.25
367537877,granify,84.99
367537879,granify,39.98
367537881,granify,44.6
367537883,baseline,66.6
367537885,granify,69.95
367537887,granify,77.65
367537889,baseline,36
367537891,granify,29.95
367537893,granify,29.95
367537895,granify,99.98
367537897,granify,29.95
367537899,granify,29.95
367537901,granify,17.8
367537903,granify,99.99
367537905,granify,109.99
367537907,granify,58.25
367537909,granify,78.98
367537911,granify,33.6
367537913,granify,60.96
367537915,granify,31
367537917,granify,26
367537919,granify,31
367537921,granify,140
367537923,granify,36
367537925,granify,31
367537927,baseline,31
367537931,granify,66
367537933,granify,19.2
367537935,granify,32.34
367537937,granify,99.4
367537939,granify,54.9
367537941,granify,50.26
367537943,baseline,31
367537945,granify,48.77
367537947,granify,52.25
367537949,granify,107.08
367537951,granify,16.67
367537953,baseline,51.75
367537955,granify,108.5
367537957,granify,26.25
367537959,granify,54.05
367537961,granify,51.75
367537963,granify,194.9
367537965,granify,66.9
367537967,granify,59.9
367537969,granify,81.7
367537971,granify,154
367537973,granify,39.95
367537975,granify,24.95
367537977,granify,69.55
367537979,granify,24.8
367537981,baseline,94.98
367537981,granify,94.98
367537983,granify,119.99
367537987,granify,42
367537989,granify,31
367537991,granify,31.98
367537993,granify,66.01
367537995,granify,27.9
367537997,granify,31
367537999,granify,103.5
367538001,granify,19.96
367538003,granify,28
367538005,granify,39.95
367538007,granify,60.95
367538009,granify,29.8
367538011,granify,23.75
367538013,granify,20.74
367538015,granify,29
367538017,granify,73.9
367538019,granify,19.6
367538021,granify,29.95
367538023,granify,101.95
367538025,granify,72.06
367538027,granify,31
367538029,granify,40.45
367538031,granify,42.5
367538033,granify,51.75
367538035,granify,223.02
367538037,granify,31
367538039,granify,24.8
367538041,granify,16.95
367538043,granify,31
367538045,granify,78.93
367538047,granify,116.15
367538049,granify,66.2
367538051,granify,31
367538055,granify,29.95
367538057,baseline,34.95
367538059,baseline,29.95
367538061,granify,58.98
367538063,granify,32
367538065,granify,29.95
367538067,granify,55.8
367538069,granify,58.2
367538071,granify,31.98
367538073,granify,29.52
367538075,granify,35.46
367538079,baseline,26.78
367538081,granify,24.8
367538083,granify,23.04
367538085,granify,29.95
367538087,granify,29.95
367538089,granify,26
367538091,granify,174.99
367538093,granify,59.95
367538095,granify,33.97
367538097,granify,29.99
367538099,granify,43.95
367538101,granify,16.25
367538103,granify,31
367538105,baseline,14.36
367538107,granify,12.4
367538109,granify,319.99
367538111,granify,98.25
367538113,granify,47.2
367538115,granify,38.91
367538117,granify,78.75
367538119,granify,31
367538121,granify,46.5
367538125,granify,66.2
367538127,granify,140.95
367538129,granify,44.2
367538133,baseline,24.95
367538135,granify,19.99
367538137,granify,192.98
367538139,granify,161.11
367538141,granify,30.95
367538143,granify,51.75
367538145,granify,16.95
367538147,granify,87.98
367538149,granify,73.82
367538151,granify,23.96
367538153,granify,22.51
367538155,granify,74.4
367538159,granify,77.87
367538161,granify,119.75
367538163,granify,79.9
367538165,granify,22.97
367538167,granify,89.9
367538169,granify,110
367538171,granify,29.95
367538173,granify,36.95
367538175,granify,69.15
367538177,granify,28
367538179,granify,25.07
367538181,granify,31
367538183,granify,24.95
367538185,baseline,74.98
367538187,granify,194.9
367538189,granify,29.95
367538191,granify,95.16
367538193,granify,32.34
367538195,granify,36.25
367538199,granify,30.95
367538201,granify,31
367538203,granify,29.95
367538205,granify,42.9
367538207,granify,17.56
367538209,granify,102.39
367538211,granify,12.95
367538215,granify,18
367538219,granify,31
367538221,granify,59.9
367538223,baseline,65.4
367538225,granify,15.5
367538227,granify,17.8
367538229,granify,73.75
367538231,granify,58.25
367538233,granify,24.8
367538235,granify,27.2
367538237,baseline,56
367538239,granify,96.95
367538241,granify,81.2
367538243,granify,31
367538245,granify,29.95
367538247,granify,54.6
367538249,granify,12.95
367538251,baseline,56.5
367538253,granify,29.95
367538255,granify,71.1
367538259,granify,599.99
367538261,granify,29
367538263,granify,20.87
367538265,granify,276.62
367538267,baseline,31
367538269,granify,19.9
367538271,granify,24.95
367538273,granify,56
367538275,granify,23.96
367538277,baseline,31
367538279,granify,52.95
367538281,granify,29.95
367538283,granify,25.65
367538285,granify,33.75
367538287,granify,31
367538289,baseline,56.75
367538291,granify,31
367538293,granify,27
367538295,granify,26
367538297,granify,51.65
367538299,granify,79.9
367538301,granify,58
367538303,granify,33.6
367538305,granify,31
367538307,granify,47.27
367538309,granify,45.95
367538311,granify,55.95
367538313,granify,15.92
367538315,granify,31
367538317,granify,39.9
367538319,granify,39.5
367538321,granify,12.4
367538323,granify,31
367538329,granify,27.99
367538331,baseline,422.99
367538333,granify,19.9
367538335,granify,31
367538337,granify,379.95
367538339,baseline,23.47
367538341,granify,29.95
367538343,granify,23.73
367538345,granify,28
367538347,granify,52.95
367538349,granify,29.95
367538351,granify,24
367538353,granify,37
367538355,granify,36.25
367538357,granify,31
367538359,granify,65.58
367538363,granify,67.25
367538365,granify,37.76
367538367,granify,66.88
367538371,granify,119.74
367538373,granify,108.5
367538375,granify,31
367538377,granify,20.75
367538379,granify,155.08
367538381,granify,68.67
367538383,granify,12.95
367538385,granify,34
367538387,granify,36.25
367538389,baseline,29
367538391,granify,309.94
367538393,granify,31
367538395,granify,55.92
367538397,granify,19.9
367538399,granify,17.8
367538401,baseline,29.95
367538401,granify,29.95
367538403,granify,42.6
367538407,granify,31
367538409,granify,34
367538411,baseline,51.92
367538413,baseline,31
367538415,granify,124.28
367538417,granify,78
367538419,granify,31
367538421,granify,28.92
367538423,granify,33.3
367538425,granify,33.6
367538427,granify,67.85
367538429,granify,530.8
367538431,baseline,234.98
367538433,granify,41.9
367538435,granify,27.5
367538437,granify,24.8
367538439,granify,34
367538441,granify,57.86
367538443,baseline,31
367538447,granify,20.76
367538449,granify,49.99
367538451,granify,399.99
367538455,granify,31
367538457,granify,69.69
367538459,granify,31
367538461,granify,181
367538465,baseline,58.95
367538467,granify,52.95
367538469,baseline,31
367538471,granify,26
367538473,granify,31
367538477,granify,125.99
367538479,granify,31
367538481,baseline,29.56
367538483,granify,29.56
367538485,granify,82.68
367538487,granify,31
367538489,granify,31
367538491,granify,499.99
367538493,granify,13.71
367538495,granify,56
367538499,baseline,1489.99
367538501,granify,31
367538503,baseline,74.45
367538505,granify,99.22
367538507,granify,63.98
367538509,granify,31
367538511,granify,49.95
367538513,granify,16.95
367538515,granify,99.99
367538517,granify,20.74
367538519,granify,36.25
367538521,granify,31
367538523,granify,109.5
367538525,granify,20
367538527,granify,29.95
367538529,granify,24.8
367538531,granify,149.99
367538533,granify,31
367538535,granify,370.26
367538537,granify,31
367538539,granify,59.92
367538541,granify,24.95
367538545,granify,33.3
367538547,granify,24.8
367538551,baseline,26
367538553,baseline,129.8
367538555,granify,248.1
367538557,granify,284.45
367538559,granify,31
367538561,granify,31
367538563,granify,31.47
367538565,granify,296.51
367538567,granify,68.1
367538569,granify,21.95
367538571,granify,47.87
367538573,granify,31
367538575,granify,99.98
367538577,granify,56.9
367538579,granify,36.25
367538581,granify,23.73
367538583,granify,29.95
367538585,granify,48.4
367538587,baseline,99.99
367538589,granify,209.2
367538591,granify,63.85
367538593,granify,105.57
367538595,granify,64.01
367538597,granify,24.8
367538599,granify,31
367538601,granify,24.78
367538603,granify,15.5
367538605,granify,94.65
367538607,granify,33.16
367538609,granify,85.8
367538615,granify,31
367538617,granify,19.95
367538619,granify,31.6
367538621,granify,97.84
367538625,granify,125.78
367538629,granify,54.75
367538631,baseline,155.08
367538633,granify,25.6
367538635,granify,31
367538637,granify,119.99
367538639,granify,199.99
367538641,granify,19.2
367538643,granify,15.5
367538645,granify,31
367538647,granify,24.8
