Transaction ID,Segment,Revenue
367623051,granify,72.86
367623053,granify,42.5
367623055,baseline,44.91
367623057,granify,67.25
367623059,granify,102.65
367623061,granify,23.73
367623063,granify,46.12
367623067,baseline,37.75
367623073,baseline,31
367623077,granify,54.73
367623079,granify,99.99
367623081,granify,29.95
367623083,granify,39.86
367623085,granify,31
367623087,granify,97.48
367623089,granify,31
367623091,granify,28.92
367623093,granify,19.9
367623095,baseline,20.74
367623097,granify,19.95
367623099,granify,50.9
367623101,granify,12.95
367623103,granify,19.99
367623105,granify,21.81
367623107,granify,27.95
367623109,granify,55.85
367623111,granify,205.18
367623113,granify,31
367623117,granify,41.31
367623119,granify,85.95
367623121,granify,31
367623123,granify,24.95
367623125,granify,54.73
367623127,granify,29.95
367623129,granify,62.15
367623131,granify,31
367623133,granify,29.95
367623135,granify,43.99
367623137,granify,19.9
367623141,granify,129.98
367623143,granify,12.95
367623145,granify,19.96
367623147,granify,42.75
367623151,granify,43.99
367623153,granify,63.7
367623155,granify,67.68
367623157,granify,50.9
367623159,granify,179.99
367623161,granify,70.99
367623163,granify,17.8
367623165,granify,89.95
367623167,granify,24.9
367623169,granify,39.8
367623171,granify,40
367623173,granify,234.6
367623175,granify,24.95
367623177,granify,17.8
367623179,granify,96.15
367623181,granify,20.7
367623183,granify,50.75
367623185,granify,25.21
367623187,baseline,31
367623189,granify,80.91
367623191,granify,31
367623193,granify,55.85
367623195,granify,24.95
367623199,granify,34.5
367623201,granify,62.8
367623203,granify,11.95
367623205,granify,29.95
367623207,granify,27.95
367623209,granify,31
367623211,granify,29.5
367623215,granify,39.8
367623217,granify,19.9
367623219,granify,199.95
367623221,granify,30
367623223,granify,32.91
367623225,granify,43.25
367623227,granify,31
367623229,granify,19.9
367623231,granify,84
367623233,granify,19.9
367623235,granify,42
367623237,granify,96.75
367623239,granify,19.9
367623241,granify,19.9
367623243,granify,32.85
367623245,granify,29.99
367623247,granify,29.95
367623249,granify,49.85
367623251,granify,20.75
367623253,granify,29.95
367623255,granify,60.52
367623257,granify,80.75
367623259,granify,12.95
367623261,granify,7.77
367623263,granify,81.7
367623265,baseline,32.85
367623267,granify,289.5
367623269,granify,12.95
367623273,baseline,43.99
367623275,baseline,64.7
367623277,granify,29
367623279,granify,59.99
367623281,granify,43.99
367623283,granify,87.95
367623285,granify,19.9
367623287,granify,29.24
367623289,granify,119.98
367623291,granify,17.8
367623293,granify,24.92
367623295,granify,29.95
367623297,granify,12.95
367623301,granify,39.95
367623303,granify,50.9
367623305,granify,155.08
367623307,granify,34
367623309,granify,17.95
367623311,granify,49.85
367623313,granify,19.9
367623315,granify,17
367623317,baseline,85.25
367623319,granify,129.98
367623321,granify,14.45
367623323,granify,73.9
367623325,granify,42.9
367623327,granify,29.95
367623329,granify,148.6
367623331,granify,19.9
367623333,granify,59.99
367623335,granify,87.98
367623337,granify,42.5
367623339,granify,41
367623341,granify,267.04
367623343,baseline,45.45
367623345,granify,12.95
367623347,granify,119.99
367623349,granify,43.99
367623351,granify,20.99
367623353,granify,43.99
367623355,granify,43.99
367623357,granify,114.98
367623359,granify,24.95
367623361,granify,99.95
367623363,granify,19.9
367623365,granify,23.73
367623367,granify,93.8
367623369,granify,109.3
367623371,granify,31
367623375,granify,55.66
367623377,granify,119.65
367623379,granify,31
367623381,granify,28
367623383,granify,89.98
367623385,baseline,78.98
367623387,granify,34.99
367623391,granify,19.9
367623393,granify,29.95
367623395,baseline,96.05
367623397,granify,43.99
367623399,granify,24
367623403,granify,109.97
367623407,baseline,31
367623409,granify,159.98
367623413,granify,39.98
367623415,granify,31
367623417,granify,99.58
367623419,granify,39.75
367623421,granify,40.99
367623423,granify,45.8
367623425,granify,42.5
367623429,baseline,29.95
367623431,granify,12.95
367623433,granify,19.9
367623435,granify,137.49
367623437,granify,43.99
367623439,granify,29.95
367623441,granify,19.9
367623443,granify,156.33
367623445,granify,39.8
367623447,granify,29.95
367623449,granify,99.95
367623451,granify,22.95
367623453,granify,24.9
367623455,granify,39.99
367623457,granify,199
367623459,granify,199.99
367623461,granify,43.99
367623463,baseline,19.9
367623465,granify,19.9
367623467,granify,34.99
367623469,granify,19.9
367623471,granify,19.9
367623473,granify,50.9
367623475,granify,19.9
367623477,granify,55.97
367623479,baseline,43.99
367623481,granify,37.87
367623485,granify,154.98
367623487,granify,27.95
367623489,granify,29.24
367623491,granify,72.75
367623493,granify,29.95
367623495,granify,34.95
367623497,baseline,26.95
367623499,granify,20.65
367623501,granify,98
367623503,granify,19.9
367623505,granify,17.95
367623509,granify,79.96
367623511,granify,24.76
367623513,baseline,108.89
367623515,baseline,88.08
367623517,granify,29.95
367623519,granify,119.99
367623521,granify,54.73
367623523,granify,89.74
367623525,granify,79
367623527,granify,109.97
367623529,granify,29.95
367623531,granify,169.98
367623533,granify,19.9
367623535,granify,119.95
367623537,granify,43.99
367623539,granify,104.97
367623541,granify,39.98
367623543,granify,120.35
367623545,granify,79
367623547,granify,169.98
367623549,baseline,43.99
367623551,baseline,64.15
367623553,granify,47.75
367623555,granify,43.99
367623557,granify,99.99
367623559,granify,259.98
367623561,granify,41.9
367623563,granify,38.99
367623565,granify,19.9
367623569,granify,541.59
367623571,granify,50.9
367623573,granify,12.95
367623575,granify,43.99
367623577,granify,44.73
367623579,granify,79.15
367623581,granify,16.17
367623583,granify,19.9
367623585,baseline,43.99
367623587,granify,42.5
367623589,granify,19.9
367623591,granify,39.68
367623593,granify,43.99
367623595,granify,43.99
367623597,granify,43.99
367623599,granify,23.73
367623601,baseline,38.99
367623603,baseline,43.99
367623605,granify,35.06
367623607,baseline,43.99
367623609,granify,78.98
367623611,granify,66.2
367623617,granify,80.2
367623619,granify,56.03
367623621,granify,43.99
367623623,granify,60.95
367623625,granify,99.11
367623627,granify,59.99
367623629,granify,36.95
367623631,granify,24.95
367623635,granify,43.99
367623637,granify,19.9
367623639,granify,50.9
367623641,granify,31
367623643,granify,263.94
367623645,granify,199.99
367623649,granify,114.7
367623651,granify,36.13
367623653,granify,48
367623655,granify,44.95
367623657,granify,112.31
367623659,granify,20.74
367623661,granify,15
367623663,granify,116.97
367623665,granify,43.99
367623667,granify,62.85
367623669,granify,102.48
367623671,granify,15.5
367623673,granify,261
367623675,granify,39.8
367623677,baseline,55.8
367623679,granify,43.99
367623681,granify,131.97
367623683,baseline,289.94
367623685,baseline,36.25
367623687,granify,164.9
367623689,granify,12.95
367623691,baseline,39.95
367623695,granify,34.95
367623697,granify,140
367623699,granify,89.9
367623701,granify,42.9
367623703,granify,43.99
367623705,granify,41.53
367623707,baseline,43.99
367623709,granify,54.75
367623711,granify,14.96
367623713,granify,48
367623715,granify,19.9
367623717,granify,54.88
367623719,baseline,32.85
367623721,granify,39.86
367623723,granify,62
367623725,granify,78.98
367623727,granify,43.99
367623729,granify,43.99
367623731,granify,43.99
367623733,granify,43.99
367623735,granify,43.99
367623737,baseline,66.39
367623739,granify,19.9
367623741,granify,186.8
367623743,baseline,51.96
367623745,granify,82.93
367623747,granify,31
367623749,granify,24.95
367623751,granify,31
367623753,granify,43.99
367623755,granify,66.98
367623757,granify,43.99
367623759,granify,34.99
367623761,granify,112.7
367623763,granify,23.73
367623769,granify,29.5
367623771,granify,43.99
367623773,granify,84.05
367623775,granify,78.98
367623777,baseline,41.75
367623779,granify,43.99
367623781,baseline,199.99
367623783,granify,24.95
367623785,baseline,87.98
367623787,granify,87.98
367623789,granify,15
367623791,granify,107.75
367623793,granify,449.98
367623795,granify,31
367623797,granify,122.48
367623799,granify,14.96
367623801,granify,219.99
367623803,granify,33.99
367623805,baseline,43.99
367623807,granify,43.99
367623807,baseline,43.99
367623809,granify,78.98
367623811,granify,43.99
367623813,granify,29.95
367623815,baseline,49.99
367623817,granify,43.95
367623819,granify,43.99
367623821,granify,78.98
367623825,granify,43.99
367623827,granify,43.99
367623829,baseline,85.86
367623833,granify,78.78
367623837,granify,38.99
367623839,granify,43.99
367623841,granify,87.05
367623843,granify,412
367623845,granify,100.82
367623847,granify,39.95
367623849,granify,27.42
367623851,granify,59.98
367623855,granify,31
367623857,granify,77.98
367623859,granify,43.99
367623861,granify,19.96
367623865,granify,29.95
367623867,granify,29.95
367623869,granify,34.99
367623871,granify,29.95
367623873,granify,8.96
367623875,granify,43.99
367623877,granify,44.98
367623879,granify,78.98
367623881,granify,99.98
367623883,granify,259.98
367623885,granify,82.9
367623887,granify,28
367623889,granify,43.99
367623891,granify,29.95
367623893,granify,127.5
367623895,granify,29.18
367623897,granify,94.65
367623899,granify,43.99
367623901,granify,36.25
367623903,baseline,43.99
367623905,granify,19.95
367623907,granify,76.32
367623911,granify,29.95
367623913,granify,78.98
367623915,granify,29.9
367623917,granify,33.91
367623919,granify,74.5
367623921,granify,78.98
367623923,granify,78.98
367623927,granify,43.99
367623929,granify,73
367623931,granify,76.8
367623933,granify,123.73
367623935,granify,35.4
367623937,granify,43.99
367623939,baseline,49.99
367623941,granify,38.99
367623943,granify,43.99
367623945,granify,78.98
367623947,granify,78.98
367623949,granify,33.2
367623951,granify,43.99
367623953,granify,43.99
367623955,granify,38.99
367623957,granify,114.98
367623959,granify,150.9
367623961,granify,43.99
367623963,granify,54.9
367623965,granify,12.95
367623967,granify,30.9
367623971,granify,50
367623973,baseline,31
367623975,baseline,78.98
367623977,granify,116.9
367623979,granify,86.56
367623981,granify,12.95
367623983,granify,43.99
367623985,granify,48.92
367623989,granify,105
367623995,granify,41.35
367623997,granify,43.99
367623999,granify,78.98
367624003,granify,43.99
367624005,granify,27.19
367624007,granify,36.25
367624009,granify,43.99
367624011,granify,43.99
367624013,granify,34.9
367624015,granify,43.99
367624017,granify,43.99
367624019,baseline,43.99
367624021,granify,38
367624023,granify,43.99
367624025,granify,87.98
367624027,granify,29.99
367624029,granify,15.5
367624031,granify,29.99
367624033,granify,43.99
367624035,granify,20.95
367624037,granify,44.91
367624039,granify,99.95
367624043,granify,34.99
367624045,granify,99.98
367624047,granify,20.72
367624049,granify,42.5
367624051,granify,43.99
367624053,granify,78.98
367624055,granify,53.12
367624057,baseline,119.65
367624059,granify,39.85
367624061,baseline,60.94
367624063,granify,87.98
367624067,granify,36.33
367624069,granify,78.98
367624071,baseline,78.98
367624073,granify,74.99
367624075,granify,21.98
367624077,granify,90.61
367624079,granify,38.99
367624081,granify,13.2
367624083,baseline,43.99
367624085,granify,43.99
367624087,granify,59.88
367624089,granify,64.75
367624091,baseline,87.98
367624093,granify,43.99
367624095,granify,43.99
367624097,granify,30.48
367624099,granify,43.99
367624101,granify,69.99
367624103,granify,38.99
367624105,granify,19.9
367624109,granify,50.9
367624111,granify,78.98
367624113,granify,43.99
367624115,granify,31
367624117,granify,43.99
367624119,baseline,50.9
367624121,granify,49.02
367624123,granify,157.96
367624127,granify,43.99
367624129,granify,24.95
367624131,granify,29.99
367624133,granify,37.51
367624135,granify,44.9
367624139,granify,67.46
367624141,granify,43.99
367624143,granify,26
367624145,granify,39.95
367624147,granify,78.98
367624149,granify,44.85
367624151,granify,78.98
367624153,granify,50.9
367624155,granify,60.24
367624157,granify,81.7
367624159,granify,157.96
367624161,granify,43.99
367624163,granify,85.34
367624165,granify,43.99
367624167,granify,12.95
367624169,granify,39.89
367624171,granify,34.85
367624173,granify,43.99
367624177,granify,78.98
367624179,granify,43.99
367624181,granify,43.99
367624183,granify,207.22
367624185,granify,32.99
367624187,granify,43.99
367624189,granify,166.96
367624191,granify,43.99
367624193,granify,43.99
367624195,baseline,43.99
367624197,granify,119.99
367624199,granify,12.95
367624201,granify,78.98
367624205,granify,74.63
367624207,granify,43.99
367624209,baseline,43.99
367624211,granify,43.99
367624215,granify,34.95
367624217,granify,31
367624219,granify,43.99
367624221,granify,43.99
367624223,granify,43.99
367624225,granify,17.95
367624227,granify,72.03
367624229,granify,19.9
367624231,granify,77.98
367624233,granify,72.32
367624235,granify,25.01
367624237,granify,78.98
367624239,granify,22.85
367624241,granify,87.98
367624243,granify,51.2
367624245,granify,114.42
367624247,granify,43.99
367624249,granify,157.96
367624251,granify,49.85
367624253,baseline,43.99
367624257,granify,78.98
367624259,granify,24.6
367624261,granify,43.9
367624263,granify,43.99
367624267,granify,43.99
367624269,granify,87.98
367624271,granify,49.98
367624273,granify,43.99
367624275,granify,43.99
367624277,granify,22.76
367624279,granify,37.85
367624281,granify,29.99
367624283,granify,43.99
367624285,granify,179.9
367624287,granify,43.99
367624289,granify,43.99
367624291,granify,56.94
367624293,granify,19.9
367624295,granify,43.99
367624297,granify,78.98
367624299,granify,31
367624301,granify,68.98
367624303,granify,64.41
367624305,granify,43.99
367624307,granify,43.99
367624311,granify,43.99
367624315,granify,43.99
367624317,granify,43.99
367624321,granify,87.98
367624323,granify,43.99
367624325,baseline,29.99
367624327,granify,74.9
367624329,baseline,95.25
367624329,granify,95.25
367624331,granify,12.95
367624333,granify,124.06
367624335,granify,87.98
367624337,granify,78.98
367624339,granify,87.98
367624341,granify,78.98
367624345,granify,27.19
367624347,granify,78.98
367624349,granify,43.99
367624351,granify,43.99
367624353,granify,38.99
367624355,granify,27.19
367624357,granify,43.99
367624359,granify,43.99
367624363,granify,19.9
367624365,baseline,29.4
367624367,baseline,43.99
367624369,granify,398.82
367624373,baseline,43.99
367624375,baseline,43.99
367624377,granify,78.98
367624379,baseline,43.99
367624381,granify,62
367624383,granify,21.25
367624385,granify,78.1
367624387,granify,62
367624389,granify,43.99
367624391,granify,38.99
367624393,granify,43.99
367624397,granify,43.99
367624399,granify,15.5
367624401,granify,43.99
367624405,granify,74.99
367624409,granify,129.33
367624411,granify,43.99
367624413,granify,70.95
367624415,granify,43.99
367624417,granify,43.99
367624423,granify,43.99
367624425,granify,12.95
367624427,granify,78.98
367624429,granify,42.9
367624431,granify,58.89
367624433,granify,43.99
367624435,granify,60.95
367624437,granify,91.8
367624439,granify,119.99
367624441,granify,43.99
367624443,granify,24.98
367624449,granify,17.92
367624451,granify,43.99
367624453,granify,29.99
367624455,granify,157.96
367624457,granify,19.9
367624459,granify,74.6
367624461,baseline,110.82
367624463,granify,43.99
367624465,granify,87.98
367624467,granify,87.98
367624469,granify,21.95
367624471,granify,67.39
367624475,granify,34.99
367624477,granify,14.96
367624479,granify,56.75
367624481,granify,43.99
367624483,granify,43.99
367624485,baseline,43.99
367624489,granify,49.99
367624491,granify,399.99
367624493,granify,43.99
367624495,granify,9.9
367624497,granify,87.98
367624499,granify,78.98
367624501,granify,17.8
367624503,granify,78.98
367624505,granify,39.9
367624507,granify,39.9
367624511,granify,12.95
367624513,granify,43.99
367624515,granify,43.99
367624517,granify,34.99
367624519,granify,78.98
367624521,granify,157.96
367624523,granify,43.99
367624525,granify,43.99
367624527,granify,89.16
367624529,granify,43.99
367624531,granify,43.99
367624533,granify,43.99
367624537,granify,43.99
367624539,granify,87.98
367624541,granify,81.7
367624543,granify,43.99
367624545,granify,49.53
367624547,granify,32.85
367624549,granify,41.35
367624551,granify,43.99
367624553,granify,154.9
367624555,granify,69.98
367624557,baseline,43.99
367624559,granify,87.98
367624561,granify,43.99
367624565,granify,34.96
367624567,granify,43.99
367624569,granify,43.99
367624571,granify,34.99
367624573,granify,43.99
367624575,granify,29.95
367624579,granify,76.37
367624581,granify,49.85
367624583,granify,129.07
367624585,granify,31
367624587,granify,5.25
367624589,granify,43.99
367624591,granify,580.6
367624593,granify,43.99
367624595,granify,120
367624597,granify,199.99
367624599,granify,28
367624601,granify,99.99
367624603,granify,23.62
367624605,granify,43.99
367624607,granify,29.95
367624609,granify,66.84
367624611,granify,43.99
367624613,baseline,43.99
367624615,granify,29.95
367624617,granify,87.98
367624619,granify,43.99
367624621,granify,43.99
367624623,granify,15.46
367624625,granify,43.99
367624627,granify,34.95
367624629,baseline,29.99
367624631,granify,78.98
367624633,granify,43.99
367624635,granify,79.99
367624637,granify,15.5
367624639,granify,78.98
367624643,granify,38
367624645,granify,43.99
367624647,granify,78.98
367624649,granify,0.95
367624651,granify,83.1
367624653,granify,34.99
367624655,granify,189
367624657,granify,245.94
367624661,granify,43.99
367624663,granify,38.99
367624665,granify,59.95
367624667,granify,43.99
367624669,granify,43.99
367624671,granify,78.98
367624675,granify,78.98
367624677,granify,107.12
367624679,granify,23.73
367624681,granify,34.99
367624683,granify,43.99
367624685,baseline,55
367624689,granify,48.98
367624691,baseline,78.98
367624693,granify,43.99
367624695,granify,43.99
367624699,granify,17.95
367624701,granify,87.98
367624703,granify,336.92
367624705,granify,43.99
367624707,granify,12.95
367624709,granify,19.9
367624711,granify,43.99
367624713,granify,43.99
367624715,granify,25
367624719,granify,75.05
367624721,granify,43.99
367624723,granify,28.46
367624725,granify,29.99
367624727,granify,78.98
367624729,granify,124.69
367624731,granify,78.98
367624733,granify,43.99
367624735,granify,14.99
367624737,granify,101.37
367624741,granify,43.99
367624743,granify,157.96
367624745,granify,78.98
367624747,granify,43.99
367624749,granify,87.98
367624751,granify,43.99
367624753,granify,49.98
367624755,granify,38.99
367624757,granify,43.99
367624759,granify,19.95
367624761,granify,43.99
367624763,granify,43.99
367624765,baseline,139.96
367624767,baseline,43.99
367624769,granify,34.99
367624771,granify,43.99
367624773,granify,43.99
367624775,granify,78.98
367624777,granify,122.97
367624779,baseline,19.9
367624781,granify,38.99
367624783,granify,32.85
367624785,granify,38.99
367624787,granify,59.95
367624789,granify,78.98
367624791,granify,589.99
367624793,granify,43.99
367624795,granify,130.99
367624797,granify,43.99
367624799,granify,43.99
367624801,granify,69.9
367624803,granify,34.99
367624805,granify,157.96
367624807,granify,43.99
367624809,granify,38.99
367624811,baseline,43.99
367624813,granify,43.99
367624821,granify,43.99
367624823,granify,34.99
367624825,granify,109.98
367624827,granify,24.76
367624829,granify,39.95
367624831,granify,175.96
367624835,granify,43.99
367624837,granify,43.99
367624839,granify,21.25
367624841,granify,43.99
367624843,granify,19.9
367624845,granify,87.98
367624847,granify,78.98
367624851,granify,65.99
367624853,granify,43.99
367624855,granify,29.95
367624859,granify,51.45
367624861,granify,43.99
367624863,granify,43.99
367624865,granify,25.85
367624867,granify,43.99
367624869,granify,31.99
367624871,granify,87.98
367624873,granify,43.99
367624875,granify,43.99
367624879,granify,43.99
367624881,granify,16.17
367624883,granify,12.95
367624885,granify,43.99
367624887,granify,584.9
367624889,granify,43.99
367624891,baseline,43.99
367624895,granify,157.96
367624897,granify,189.98
367624899,baseline,89.92
367624901,granify,161.49
367624903,granify,43.99
367624907,granify,87.98
367624909,granify,24.98
367624911,granify,43.99
367624913,granify,15.5
367624915,baseline,157.96
367624917,granify,43.99
367624919,granify,43.99
367624921,granify,43.99
367624923,granify,24.98
367624925,granify,15.5
367624927,granify,150.68
367624929,granify,29.95
367624931,granify,43.99
367624933,granify,43.99
367624935,granify,31
367624937,granify,49.98
367624939,granify,70.85
367624941,baseline,43.99
367624943,granify,43.99
367624945,granify,43.99
367624947,granify,34.99
367624949,granify,80.74
367624951,granify,78.98
367624953,granify,43.99
367624955,granify,43.99
367624957,granify,47.75
367624959,granify,69.19
367624961,granify,29
367624963,granify,43.99
367624965,granify,68.8
367624971,granify,19.9
367624973,granify,43.99
367624975,granify,87.98
367624977,granify,12.95
367624979,granify,43.99
367624981,granify,39.75
367624983,granify,43.99
367624985,granify,43.99
367624987,granify,34.99
367624989,granify,78.98
367624991,granify,64
367624993,granify,43.99
367624995,granify,34.99
367624997,granify,43.99
367624999,granify,78.98
367625001,granify,56.75
367625003,granify,43.99
367625005,granify,31
367625007,granify,43.99
367625009,granify,59.98
367625013,granify,15
367625015,granify,78.98
367625017,granify,43.99
367625019,granify,87.98
367625021,granify,43.99
367625023,granify,43.99
367625025,granify,87.98
367625027,granify,43.99
367625029,granify,43.99
367625031,granify,76.41
367625033,baseline,43.99
367625035,granify,39.99
367625037,granify,157.96
367625039,granify,199.99
367625041,granify,78.98
367625043,granify,43.99
367625045,granify,43.99
367625047,granify,34.99
367625049,granify,78.98
367625051,granify,43.99
367625053,granify,43.99
367625057,granify,87.98
367625059,granify,78.98
367625061,granify,79.8
367625063,granify,44.73
367625065,granify,87.98
367625069,granify,43.99
367625071,granify,78.98
367625073,granify,43.99
367625075,granify,43.99
367625079,baseline,43.99
367625081,granify,38.99
367625083,granify,43.99
367625085,baseline,78.98
367625087,granify,43.99
367625095,granify,43.99
367625097,granify,100
367625099,granify,43.99
367625101,granify,43.99
367625103,granify,185.2
367625105,granify,43.99
367625107,granify,28
367625109,granify,157.96
367625113,granify,78.98
367625115,granify,157.08
367625117,baseline,43.99
367625119,granify,87.98
367625121,granify,229.54
367625123,granify,43.99
367625125,granify,43.99
367625127,granify,18.1
367625131,granify,43.99
367625133,granify,78.98
367625135,granify,78.98
367625139,granify,99.98
367625143,granify,34.99
367625145,granify,57.27
367625147,granify,43.99
367625149,granify,78.98
367625151,granify,43.99
367625153,granify,122.97
367625155,granify,43.99
367625157,granify,127.97
367625161,granify,78.98
367625163,granify,78.98
367625165,granify,43.99
367625167,granify,109.98
367625169,granify,39.98
367625171,granify,162.63
367625173,granify,57.19
367625175,baseline,29.9
367625177,granify,43.99
367625179,granify,34.99
367625181,granify,31
367625183,granify,67.9
367625185,granify,89.9
367625187,granify,43.99
367625189,baseline,43.99
367625191,granify,54.5
367625193,granify,32.5
367625195,granify,43.99
367625197,granify,43.99
367625199,granify,43.99
367625201,granify,157.96
367625203,granify,43.99
367625205,granify,43.99
367625209,granify,52.85
367625211,granify,87.98
367625213,granify,87.98
367625215,granify,43.99
367625217,baseline,64.99
367625221,granify,38.99
367625223,baseline,87.98
367625225,baseline,23.95
367625227,granify,310.04
367625229,granify,43.99
367625231,granify,19.17
367625233,granify,25.44
367625235,granify,43.99
367625237,granify,94.99
367625239,granify,43.99
367625241,granify,59
367625245,granify,43.99
367625247,granify,43.95
367625249,granify,43.99
367625251,granify,43.99
367625253,granify,34
367625255,granify,43.99
367625257,granify,209.99
367625259,granify,89.98
367625261,granify,15.63
367625263,granify,24.9
367625265,granify,40.2
367625267,granify,43.99
367625271,granify,78.98
367625275,granify,79
367625279,granify,43.99
367625283,granify,159.98
367625285,granify,34.99
367625289,granify,19.9
367625293,granify,43.99
367625295,baseline,49.16
367625297,granify,21.95
367625299,granify,38.99
367625301,baseline,32.7
367625303,granify,43.99
367625305,granify,59.99
367625307,granify,43.99
367625309,baseline,43.99
367625311,granify,69.98
367625313,granify,87.98
367625315,baseline,43.99
367625319,granify,109.9
367625325,granify,78.98
367625329,baseline,79.98
367625331,granify,87.98
367625333,granify,38.99
367625335,granify,43.99
367625337,granify,27.95
367625339,granify,157.96
367625343,granify,43.99
367625345,baseline,43.99
367625345,granify,43.99
367625347,granify,43.99
367625349,granify,43.99
367625351,granify,78.98
367625353,granify,38.99
367625355,granify,79.85
367625357,granify,38.99
367625363,granify,28
367625365,granify,43.99
367625367,granify,131.03
367625369,granify,43.99
367625371,granify,98.61
367625373,granify,78.98
367625375,granify,43.99
367625377,granify,34.99
367625379,granify,12.95
367625381,granify,78.98
367625383,granify,39.86
367625385,granify,499.9
367625387,baseline,43.99
367625389,granify,43.99
367625391,granify,34.99
367625393,granify,64.15
367625397,granify,34.99
367625399,granify,33.99
367625401,granify,43.99
367625403,granify,36.14
367625405,granify,43.99
367625407,granify,359.99
367625409,granify,87.98
367625411,granify,43.99
367625413,granify,34.99
367625415,granify,43.99
367625417,granify,43.99
367625421,granify,54.38
367625423,baseline,43.99
367625425,granify,87.98
367625427,granify,79.99
367625431,granify,139.96
367625433,granify,43.99
367625435,granify,43.99
367625437,granify,78.98
367625439,granify,157.96
367625441,granify,34.99
367625443,granify,78.98
367625445,granify,43.99
367625447,granify,157.96
367625449,granify,54.95
367625451,granify,95.94
367625453,granify,64
367625455,granify,43.99
367625457,granify,43.99
367625459,granify,41.15
367625461,granify,25.9
367625463,granify,70.57
367625465,granify,43.99
367625467,granify,43.99
367625469,granify,157.96
367625471,granify,34.99
367625475,granify,78.98
367625477,granify,43.99
367625479,baseline,43.99
367625481,granify,43.99
367625483,granify,43.99
367625487,granify,78.98
367625489,granify,29.95
367625491,granify,192.23
367625493,granify,78.98
367625495,granify,43.99
367625497,granify,43.99
367625499,baseline,29.95
367625501,granify,87.98
367625503,granify,87.98
367625505,granify,43.99
367625507,granify,33.23
367625509,granify,12.92
367625511,granify,99.99
367625513,granify,87.98
367625515,granify,122.97
367625517,granify,87.98
367625519,baseline,43.99
367625521,granify,43.99
367625523,granify,93.98
367625525,granify,43.99
367625527,granify,34.99
367625529,granify,43.99
367625531,granify,78.98
367625533,granify,74.99
367625533,baseline,74.99
367625535,granify,78.98
367625537,granify,31
367625539,granify,78.98
367625541,granify,178.98
367625543,granify,87.98
367625545,granify,108.93
367625547,granify,43.99
367625551,baseline,43.99
367625553,granify,43.99
367625555,granify,78.98
367625557,granify,78.98
367625559,granify,34.99
367625561,granify,38.6
367625563,granify,21.25
367625565,granify,43.99
367625567,granify,38.99
367625571,granify,43.99
367625573,granify,43.99
367625575,granify,43.99
367625577,granify,68.97
367625579,granify,78.98
367625581,granify,43.99
367625583,granify,43.99
367625585,granify,97.94
367625587,granify,214.85
367625589,baseline,279.71
367625591,granify,38.99
367625593,granify,24
367625595,granify,69.98
367625597,baseline,157.96
367625599,granify,29.95
367625601,granify,78.98
367625603,granify,157.96
367625605,granify,111.38
367625607,granify,36.07
367625609,granify,139.99
367625611,baseline,43.99
367625613,granify,78.98
367625615,granify,34.99
367625617,granify,69.98
367625619,granify,43.99
367625621,baseline,43.99
367625623,granify,24.95
367625625,baseline,43.99
367625627,granify,43.99
367625629,granify,175.96
367625631,granify,43.99
367625633,granify,43.99
367625635,granify,87.98
367625637,granify,78.98
367625639,granify,39.99
367625641,granify,43.99
367625643,granify,78.98
367625647,granify,34.99
367625649,granify,43.99
367625651,granify,17.95
367625653,granify,103.9
367625655,granify,38.99
367625657,granify,104.94
367625659,granify,19.99
367625661,granify,43.99
367625663,granify,51.92
367625665,granify,43.99
367625667,granify,43.99
367625669,granify,29.23
367625671,granify,285.55
367625673,granify,43.99
367625675,granify,123.98
367625677,granify,114.98
367625681,granify,50.8
367625683,granify,49.98
367625685,granify,43.99
367625687,granify,31
367625689,granify,78.98
367625691,baseline,24.95
367625697,granify,27.87
367625699,granify,59.99
367625703,granify,78.98
367625705,granify,137.36
367625707,granify,77.43
367625709,granify,19.9
367625711,baseline,49.95
367625713,granify,43.99
367625715,granify,31
367625717,granify,78.98
367625721,baseline,122.97
367625723,granify,78.98
367625725,granify,43.99
367625727,baseline,43.99
367625729,baseline,43.99
367625731,granify,43.99
367625733,granify,43.99
367625735,granify,78.98
367625737,granify,23.4
367625739,granify,43.99
367625741,granify,19.9
367625743,granify,78.98
367625745,granify,31
367625749,granify,43.99
367625751,baseline,39.99
367625753,granify,140
367625755,granify,87.98
367625757,granify,43.99
367625759,granify,30
367625761,granify,43.99
367625763,granify,11.25
367625765,granify,78.98
367625767,granify,78.98
367625769,granify,148.97
367625771,baseline,64.9
367625773,granify,78.98
367625775,granify,43.99
367625777,granify,43.99
367625779,granify,34.99
367625781,granify,43.99
367625783,granify,43.99
367625785,granify,29.99
367625787,granify,51.17
367625789,granify,43.99
367625791,granify,43.99
367625793,granify,34.99
367625795,granify,43.99
367625797,granify,38.99
367625799,granify,78.98
367625801,granify,78.98
367625805,granify,19.47
367625807,granify,78.98
367625809,baseline,34.99
367625811,granify,43.99
367625813,granify,43.99
367625815,granify,43.99
367625817,granify,168.96
367625821,baseline,89.76
367625823,granify,34
367625825,granify,43.99
367625831,granify,78.98
367625833,granify,157.96
367625835,baseline,181.68
367625839,granify,43.99
367625841,granify,87.98
367625843,granify,155.08
367625845,granify,78.98
367625847,granify,87.98
367625849,baseline,34.99
367625851,granify,43.99
367625853,granify,43.99
367625855,granify,43.99
367625857,granify,57.37
